Name,Parameter_ID,Value
Urban African American Vernacular English,66,C
Rural African American Vernacular English,66,C
Earlier African American Vernacular English,66,C
Ozark English,66,?
Appalachian English,66,D
Southeast American enclave dialects,66,C
Gullah,66,?
Chicano English,66,?
Bahamian English,66,X
Bahamian Creole,66,A
Barbadian Creole (Bajan),66,B
Jamaican English,66,C
Jamaican Creole,66,A
San Andrés Creole,66,A
Belizean Creole,66,A
Guyanese Creole (Creolese),66,A
Eastern Maroon Creole,66,A
Saramaccan,66,A
Sranan,66,A
Trinidadian Creole,66,B
Vincentian Creole,66,A
Krio (Sierra Leone Creole),66,A
Liberian Settler English,66,C
Vernacular Liberian English,66,B
Ghanaian English,66,C
Ghanaian Pidgin,66,B
Nigerian English,66,D
Nigerian Pidgin,66,A
Cameroon English,66,B
Cameroon Pidgin,66,A
Tanzanian English,66,C
Kenyan English,66,?
Ugandan English,66,D
White Zimbabwean English,66,C
Black South African English,66,C
Indian South African English,66,A
White South African English,66,D
Indian English,66,B
Pakistani English,66,C
Butler English,66,B
Sri Lankan English,66,D
Hong Kong English,66,B
Colloquial Singapore English (Singlish),66,B
Malaysian English,66,D
Australian English,66,X
Australian Vernacular English,66,X
Aboriginal English,66,B
Roper River Creole (Kriol),66,A
Torres Strait Creole,66,A
New Zealand English,66,D
Norfolk Island/ Pitcairn English,66,?
Palmerston English,66,C
Acrolectal Fiji English,66,B
Pure Fiji English (basilectal FijiE),66,A
Bislama,66,A
Tok Pisin,66,B
Hawaiʼi Creole,66,A
Falkland Islands English,66,D
St. Helena English,66,B
Tristan da Cunha English,66,B
Philippine English,66,C
Cape Flats English,66,D
Orkney and Shetland English,67,D
Scottish English,67,D
Irish English,67,D
Manx English,67,D
Welsh English,67,D
English dialects in the North of England,67,D
English dialects in the Southwest of England,67,X
East Anglian English,67,D
English dialects in the Southeast of England,67,D
Channel Islands English,67,D
British Creole,67,C
Maltese English,67,C
Newfoundland English,67,D
Colloquial American English,67,X
Urban African American Vernacular English,67,B
Rural African American Vernacular English,67,C
Earlier African American Vernacular English,67,C
Ozark English,67,D
Appalachian English,67,D
Southeast American enclave dialects,67,C
Gullah,67,C
Chicano English,67,?
Bahamian English,67,X
Bahamian Creole,67,D
Barbadian Creole (Bajan),67,D
Jamaican English,67,C
Jamaican Creole,67,D
San Andrés Creole,67,D
Belizean Creole,67,A
Guyanese Creole (Creolese),67,D
Eastern Maroon Creole,67,X
Saramaccan,67,D
Sranan,67,D
Trinidadian Creole,67,D
Vincentian Creole,67,D
Krio (Sierra Leone Creole),67,D
Liberian Settler English,67,D
Vernacular Liberian English,67,C
Ghanaian English,67,D
Ghanaian Pidgin,67,B
Nigerian English,67,D
Nigerian Pidgin,67,A
Cameroon English,67,D
Cameroon Pidgin,67,A
Tanzanian English,67,X
Kenyan English,67,D
Ugandan English,67,D
White Zimbabwean English,67,C
Black South African English,67,B
Indian South African English,67,C
White South African English,67,D
Indian English,67,B
Pakistani English,67,?
Butler English,67,B
Sri Lankan English,67,D
Hong Kong English,67,A
Colloquial Singapore English (Singlish),67,C
Malaysian English,67,D
Australian English,67,X
Australian Vernacular English,67,X
Aboriginal English,67,A
Roper River Creole (Kriol),67,A
Torres Strait Creole,67,A
New Zealand English,67,D
Norfolk Island/ Pitcairn English,67,B
Palmerston English,67,A
Acrolectal Fiji English,67,?
Pure Fiji English (basilectal FijiE),67,A
Bislama,67,B
Tok Pisin,67,X
Hawaiʼi Creole,67,D
Falkland Islands English,67,D
St. Helena English,67,A
Tristan da Cunha English,67,C
Philippine English,67,C
Cape Flats English,67,D
Orkney and Shetland English,68,D
Scottish English,68,B
Irish English,68,A
Manx English,68,A
Welsh English,68,A
English dialects in the North of England,68,A
English dialects in the Southwest of England,68,B
East Anglian English,68,A
English dialects in the Southeast of England,68,A
Channel Islands English,68,B
British Creole,68,A
Maltese English,68,?
Newfoundland English,68,B
Colloquial American English,68,B
Urban African American Vernacular English,68,A
Rural African American Vernacular English,68,A
Earlier African American Vernacular English,68,A
Ozark English,68,A
Appalachian English,68,B
Southeast American enclave dialects,68,A
Gullah,68,A
Chicano English,68,?
Bahamian English,68,B
Bahamian Creole,68,A
Barbadian Creole (Bajan),68,A
Jamaican English,68,C
Jamaican Creole,68,A
San Andrés Creole,68,A
Belizean Creole,68,A
Guyanese Creole (Creolese),68,A
Eastern Maroon Creole,68,X
Saramaccan,68,D
Sranan,68,D
Trinidadian Creole,68,A
Vincentian Creole,68,A
Krio (Sierra Leone Creole),68,D
Liberian Settler English,68,B
Vernacular Liberian English,68,D
Ghanaian English,68,D
Ghanaian Pidgin,68,D
Nigerian English,68,D
Nigerian Pidgin,68,D
Cameroon English,68,D
Cameroon Pidgin,68,A
Tanzanian English,68,X
Kenyan English,68,X
Ugandan English,68,D
White Zimbabwean English,68,B
Black South African English,68,D
Indian South African English,68,B
White South African English,68,D
Indian English,68,D
Pakistani English,68,D
Butler English,68,B
Sri Lankan English,68,D
Hong Kong English,68,D
Colloquial Singapore English (Singlish),68,D
Malaysian English,68,D
Australian English,68,B
Australian Vernacular English,68,A
Aboriginal English,68,A
Roper River Creole (Kriol),68,A
Torres Strait Creole,68,A
New Zealand English,68,B
Norfolk Island/ Pitcairn English,68,B
Palmerston English,68,A
Acrolectal Fiji English,68,D
Pure Fiji English (basilectal FijiE),68,A
Bislama,68,X
Tok Pisin,68,X
Hawaiʼi Creole,68,C
Falkland Islands English,68,C
St. Helena English,68,A
Tristan da Cunha English,68,B
Philippine English,68,D
Cape Flats English,68,D
Orkney and Shetland English,69,A
Scottish English,69,B
Irish English,69,C
Manx English,69,B
Welsh English,69,D
English dialects in the North of England,69,C
English dialects in the Southwest of England,69,D
East Anglian English,69,D
English dialects in the Southeast of England,69,D
Channel Islands English,69,D
British Creole,69,D
Maltese English,69,D
Newfoundland English,69,?
Colloquial American English,69,X
Urban African American Vernacular English,69,D
Rural African American Vernacular English,69,C
Earlier African American Vernacular English,69,D
Ozark English,69,D
Appalachian English,69,B
Southeast American enclave dialects,69,B
Gullah,69,A
Chicano English,69,D
Bahamian English,69,D
Bahamian Creole,69,?
Barbadian Creole (Bajan),69,A
Jamaican English,69,D
Jamaican Creole,69,?
San Andrés Creole,69,D
Belizean Creole,69,D
Guyanese Creole (Creolese),69,B
Eastern Maroon Creole,69,A
Saramaccan,69,D
Sranan,69,X
Trinidadian Creole,69,D
Vincentian Creole,69,B
Krio (Sierra Leone Creole),69,D
Liberian Settler English,69,D
Vernacular Liberian English,69,C
Ghanaian English,69,D
Ghanaian Pidgin,69,D
Nigerian English,69,D
Nigerian Pidgin,69,D
Cameroon English,69,D
Cameroon Pidgin,69,D
Tanzanian English,69,X
Kenyan English,69,X
Ugandan English,69,D
White Zimbabwean English,69,D
Black South African English,69,D
Indian South African English,69,D
White South African English,69,D
Indian English,69,D
Pakistani English,69,D
Butler English,69,D
Sri Lankan English,69,D
Hong Kong English,69,D
Colloquial Singapore English (Singlish),69,D
Malaysian English,69,D
Australian English,69,X
Australian Vernacular English,69,X
Aboriginal English,69,D
Roper River Creole (Kriol),69,D
Torres Strait Creole,69,D
New Zealand English,69,D
Norfolk Island/ Pitcairn English,69,D
Palmerston English,69,A
Acrolectal Fiji English,69,X
Pure Fiji English (basilectal FijiE),69,X
Bislama,69,D
Tok Pisin,69,X
Hawaiʼi Creole,69,D
Falkland Islands English,69,D
St. Helena English,69,B
Tristan da Cunha English,69,C
Philippine English,69,X
Cape Flats English,69,D
Orkney and Shetland English,70,D
Scottish English,70,D
Irish English,70,B
Manx English,70,B
Welsh English,70,B
English dialects in the North of England,70,C
English dialects in the Southwest of England,70,C
East Anglian English,70,B
English dialects in the Southeast of England,70,C
Channel Islands English,70,D
British Creole,70,B
Maltese English,70,D
Newfoundland English,70,C
Colloquial American English,70,B
Urban African American Vernacular English,70,B
Rural African American Vernacular English,70,A
Earlier African American Vernacular English,70,B
Ozark English,70,A
Appalachian English,70,B
Southeast American enclave dialects,70,A
Gullah,70,A
Chicano English,70,B
Bahamian English,70,B
Bahamian Creole,70,B
Barbadian Creole (Bajan),70,A
Jamaican English,70,C
Jamaican Creole,70,A
San Andrés Creole,70,A
Belizean Creole,70,B
Guyanese Creole (Creolese),70,A
Eastern Maroon Creole,70,A
Saramaccan,70,A
Sranan,70,B
Trinidadian Creole,70,D
Vincentian Creole,70,A
Krio (Sierra Leone Creole),70,B
Liberian Settler English,70,D
Vernacular Liberian English,70,C
Ghanaian English,70,D
Ghanaian Pidgin,70,D
Nigerian English,70,D
Nigerian Pidgin,70,A
Cameroon English,70,D
Cameroon Pidgin,70,B
Tanzanian English,70,C
Kenyan English,70,D
Ugandan English,70,D
White Zimbabwean English,70,D
Black South African English,70,D
Indian South African English,70,D
White South African English,70,D
Indian English,70,D
Pakistani English,70,D
Butler English,70,D
Sri Lankan English,70,D
Hong Kong English,70,D
Colloquial Singapore English (Singlish),70,D
Malaysian English,70,D
Australian English,70,B
Australian Vernacular English,70,?
Aboriginal English,70,A
Roper River Creole (Kriol),70,D
Torres Strait Creole,70,B
New Zealand English,70,D
Norfolk Island/ Pitcairn English,70,D
Palmerston English,70,A
Acrolectal Fiji English,70,D
Pure Fiji English (basilectal FijiE),70,B
Bislama,70,D
Tok Pisin,70,X
Hawaiʼi Creole,70,D
Falkland Islands English,70,D
St. Helena English,70,C
Tristan da Cunha English,70,C
Philippine English,70,D
Cape Flats English,70,D
Orkney and Shetland English,71,A
Scottish English,71,B
Irish English,71,D
Manx English,71,D
Welsh English,71,D
English dialects in the North of England,71,D
English dialects in the Southwest of England,71,?
East Anglian English,71,D
English dialects in the Southeast of England,71,D
Channel Islands English,71,D
British Creole,71,D
Maltese English,71,B
Newfoundland English,71,D
Colloquial American English,71,D
Urban African American Vernacular English,71,D
Rural African American Vernacular English,71,C
Earlier African American Vernacular English,71,C
Ozark English,71,D
Appalachian English,71,D
Southeast American enclave dialects,71,D
Gullah,71,C
Chicano English,71,D
Bahamian English,71,D
Bahamian Creole,71,D
Barbadian Creole (Bajan),71,D
Jamaican English,71,D
Jamaican Creole,71,D
San Andrés Creole,71,D
Belizean Creole,71,D
Guyanese Creole (Creolese),71,D
Eastern Maroon Creole,71,A
Saramaccan,71,D
Sranan,71,A
Trinidadian Creole,71,D
Vincentian Creole,71,D
Krio (Sierra Leone Creole),71,D
Liberian Settler English,71,D
Vernacular Liberian English,71,C
Ghanaian English,71,B
Ghanaian Pidgin,71,B
Nigerian English,71,B
Nigerian Pidgin,71,A
Cameroon English,71,C
Cameroon Pidgin,71,A
Tanzanian English,71,?
Kenyan English,71,B
Ugandan English,71,C
White Zimbabwean English,71,D
Black South African English,71,B
Indian South African English,71,A
White South African English,71,B
Indian English,71,B
Pakistani English,71,D
Butler English,71,B
Sri Lankan English,71,D
Hong Kong English,71,A
Colloquial Singapore English (Singlish),71,D
Malaysian English,71,A
Australian English,71,?
Australian Vernacular English,71,X
Aboriginal English,71,C
Roper River Creole (Kriol),71,?
Torres Strait Creole,71,?
New Zealand English,71,D
Norfolk Island/ Pitcairn English,71,C
Palmerston English,71,C
Acrolectal Fiji English,71,D
Pure Fiji English (basilectal FijiE),71,C
Bislama,71,D
Tok Pisin,71,X
Hawaiʼi Creole,71,A
Falkland Islands English,71,D
St. Helena English,71,C
Tristan da Cunha English,71,C
Philippine English,71,B
Cape Flats English,71,A
Orkney and Shetland English,72,?
Scottish English,72,B
Irish English,72,B
Manx English,72,C
Welsh English,72,B
English dialects in the North of England,72,B
English dialects in the Southwest of England,72,?
East Anglian English,72,A
English dialects in the Southeast of England,72,?
Channel Islands English,72,D
British Creole,72,D
Maltese English,72,?
Newfoundland English,72,C
Colloquial American English,72,B
Urban African American Vernacular English,72,C
Rural African American Vernacular English,72,C
Earlier African American Vernacular English,72,D
Ozark English,72,B
Appalachian English,72,D
Southeast American enclave dialects,72,C
Gullah,72,D
Chicano English,72,?
Bahamian English,72,C
Bahamian Creole,72,X
Barbadian Creole (Bajan),72,X
Jamaican English,72,?
Jamaican Creole,72,?
San Andrés Creole,72,D
Belizean Creole,72,D
Guyanese Creole (Creolese),72,D
Eastern Maroon Creole,72,D
Saramaccan,72,D
Sranan,72,D
Trinidadian Creole,72,B
Vincentian Creole,72,X
Krio (Sierra Leone Creole),72,X
Liberian Settler English,72,B
Vernacular Liberian English,72,C
Ghanaian English,72,D
Ghanaian Pidgin,72,X
Nigerian English,72,D
Nigerian Pidgin,72,X
Cameroon English,72,D
Cameroon Pidgin,72,?
Tanzanian English,72,X
Kenyan English,72,D
Ugandan English,72,D
White Zimbabwean English,72,D
Black South African English,72,C
Indian South African English,72,B
White South African English,72,B
Indian English,72,B
Pakistani English,72,D
Butler English,72,X
Sri Lankan English,72,D
Hong Kong English,72,B
Colloquial Singapore English (Singlish),72,D
Malaysian English,72,D
Australian English,72,?
Australian Vernacular English,72,C
Aboriginal English,72,D
Roper River Creole (Kriol),72,X
Torres Strait Creole,72,D
New Zealand English,72,B
Norfolk Island/ Pitcairn English,72,?
Palmerston English,72,?
Acrolectal Fiji English,72,D
Pure Fiji English (basilectal FijiE),72,?
Bislama,72,X
Tok Pisin,72,X
Hawaiʼi Creole,72,X
Falkland Islands English,72,C
St. Helena English,72,D
Tristan da Cunha English,72,D
Philippine English,72,D
Cape Flats English,72,D
Orkney and Shetland English,73,D
Scottish English,73,D
Irish English,73,D
Manx English,73,A
Welsh English,73,D
English dialects in the North of England,73,X
English dialects in the Southwest of England,73,X
East Anglian English,73,D
English dialects in the Southeast of England,73,D
Channel Islands English,73,D
British Creole,73,D
Maltese English,73,D
Newfoundland English,73,D
Colloquial American English,73,X
Urban African American Vernacular English,73,D
Rural African American Vernacular English,73,D
Earlier African American Vernacular English,73,D
Ozark English,73,X
Appalachian English,73,D
Southeast American enclave dialects,73,D
Gullah,73,D
Chicano English,73,X
Bahamian English,73,D
Bahamian Creole,73,D
Barbadian Creole (Bajan),73,D
Jamaican English,73,D
Jamaican Creole,73,D
San Andrés Creole,73,D
Belizean Creole,73,D
Guyanese Creole (Creolese),73,D
Eastern Maroon Creole,73,X
Saramaccan,73,D
Sranan,73,D
Trinidadian Creole,73,D
Vincentian Creole,73,D
Krio (Sierra Leone Creole),73,B
Liberian Settler English,73,D
Vernacular Liberian English,73,D
Ghanaian English,73,D
Ghanaian Pidgin,73,D
Nigerian English,73,D
Nigerian Pidgin,73,A
Cameroon English,73,D
Cameroon Pidgin,73,A
Tanzanian English,73,X
Kenyan English,73,X
Ugandan English,73,D
White Zimbabwean English,73,X
Black South African English,73,D
Indian South African English,73,D
White South African English,73,D
Indian English,73,B
Pakistani English,73,D
Butler English,73,X
Sri Lankan English,73,D
Hong Kong English,73,D
Colloquial Singapore English (Singlish),73,D
Malaysian English,73,D
Australian English,73,?
Australian Vernacular English,73,X
Aboriginal English,73,D
Roper River Creole (Kriol),73,D
Torres Strait Creole,73,D
New Zealand English,73,D
Norfolk Island/ Pitcairn English,73,D
Palmerston English,73,?
Acrolectal Fiji English,73,X
Pure Fiji English (basilectal FijiE),73,D
Bislama,73,D
Tok Pisin,73,A
Hawaiʼi Creole,73,D
